Kingdom,Phylum,Class,Order,Family,Genus,Species
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Nupela,Nupela_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_acuminatum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_cryptotenella
Sar,Ochrophyta,Phaeothamniophyceae,Pleurochloridellales,Pleurochloridellaceae,Pleurochloridella,Pleurochloridella_botrydiopsis
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_saprophilum
Sar,Ochrophyta,Chrysophyceae,Chromulinales,Chromulinaceae,Chromulina,Chromulina_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,NA
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_supralitorea
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,Encyonema_minutum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_pupula
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_sp.
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria_ulna
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Cocconeidaceae,Cocconeis,Cocconeis_placentula
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_cryptotenella
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,Diatoma_vulgaris
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria_ulna
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora_pediculus
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,Encyonema_silesiacum
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_acidoclinata
Chromista,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora_pediculus
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_formica
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_nigri
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,Caloneis_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_arcus
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_parvulum
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira_varians
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_affine
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella_meneghiniana
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_micropus
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria_ulna
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,Encyonema_minutum
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora_pediculus
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia,Frustulia_crassinervia/saxonica_complex
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_cryptocephala
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,Brachysira_vitrea
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria_ulna
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_tubicola
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,Neidium_dilatatum
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_saprophilum
Chromista,Bacillariophyta,NA,NA,NA,NA,NA
Chromista,Bacillariophyta,Fragilariophyceae,Tabellariales,Tabellariaceae,Meridion,Meridion_circulare
Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,Aulacoseira_subarctica
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,Planothidium_victori
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_bourbonense
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,Encyonema_minutum
Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Hippodonta,Hippodonta_capitata
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,Brachysira_vitrea
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_angusta
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_antonii
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora_ovalis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,NA
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_acidoclinata
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,Psammothidium_helveticum
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_affine
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_microstauron
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Iconella,Iconella_curvula
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_viridiformis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Hantzschia,Hantzschia_stepposa
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia,Frustulia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,Caloneis_sp.
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria_ulna
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_acidoclinata
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,Gyrosigma_acuminatum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_nigri
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_affine
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_elegantissimum
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_glacialis
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,NA
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_dissipata_var._media
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,NA
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_affine
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_nigri
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,Stephanodiscaceae,Cyclotella,Cyclotella_cryptica
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Luticola,Luticola_ventricosa
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_marchica
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,NA
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_inconspicua
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_dissipata_var._media
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Sar,Ochrophyta,Phaeothamniophyceae,Pleurochloridellales,Pleurochloridellaceae,Pleurochloridella,Pleurochloridella_botrydiopsis
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Placoneis,Placoneis_elginensis
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_intricatum_var._vibrio
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,Psammothidium_helveticum
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Ctenophora,Ctenophora_pulchella
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_radiosa
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_nigri
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_affine
Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,Aulacoseira_subarctica
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,NA,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_parvulum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fistulifera,Fistulifera_saprophila
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,NA
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_glacialis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Coscinodiscophyceae,Aulacoseirales,Aulacoseiraceae,Aulacoseira,Aulacoseira_ambigua
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_pectinalis
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_minor
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_inconspicua
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Halamphora,Halamphora_subturgida
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,Brachysira_vitrea
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,NA
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_formica
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_filiformis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_neomajor
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_palea
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_rostellata
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_dissipata_var._media
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_nigri
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella_aspera
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Surirellales,Surirellaceae,Iconella,Iconella_curvula
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella_aspera
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_digitatum
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_minutissimum
Chromista,Bacillariophyta,Fragilariophyceae,Tabellariales,Tabellariaceae,Meridion,Meridion_circulare
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Coscinodiscophyceae,Melosirales,Melosiraceae,Melosira,Melosira_varians
Chromista,Bacillariophyta,NA,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella_aspera
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,Caloneis_lauta
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_formica
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_radiosa
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Stauroneis,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,Neidium_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_palea
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_subhudsonis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_subgibba
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,Planothidium_cryptolanceolatum
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,Planothidium_cryptolanceolatum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Mayamaea,Mayamaea_permitis
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Craticula,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_neomajor
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,Planothidium_lanceolatum
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_pyrenaicum
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_sp.
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Ulnaria,Ulnaria_ulna
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Lemnicola,Lemnicola_hungarica
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_dissipata_var._media
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,NA
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Staurosira,Staurosira_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_acidoclinata
Chromista,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Amphora,Amphora_pediculus
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella_aspera
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia,Frustulia_vulgaris
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Eunotiales,Eunotiaceae,Eunotia,Eunotia_glacialis
Chromista,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Epithemia,Epithemia_sp.
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_reimeri
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Nupela,NA
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Sellaphora,Sellaphora_saugerresii
Chromista,Bacillariophyta,Bacillariophyceae,NA,NA,NA,NA
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,NA
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,Encyonema_minutum
