Kingdom,Phylum,Class,Order,Family,Genus,Species,num_samples_pos,PrimeRef_0363-2025,PrimeRef_0363_QC-2025,PrimeRef_0379-2025,PrimeRef_4614-2025,PrimeStrs_3779-2025,PrimeRef_9677-2025,PrimeRef_9677_QC-2025,OverStrs_8635-2025,OverStrs_9519-2025,PrimeStrs_6989-2025,PrimeStrs_4305-2025,PrimeStrs_8803-2025,PrimeRef_7271-2025,PrimeStrs_8803_QC-2025,PrimeStrs_1863-2025,PrimeStrs_97435-2025,PrimeRef_2325-2025,OverStrs_6365-2025,PrimeStrs_7435-2025,PrimeRef_6366-2025,PrimeStrs_4829-2025,PrimeStrs_4293-2025,PrimeStrs_6327-2025,PrimeStrs_7147-2025,PrimeRef_5379-2025,PrimeRef_6395-2025,OverStrs_6971-2025,MassExtra_Ref_8749-2025,PrimeStrs_5837-2025,PrimeRef_0065-2025,OverRef_7631-2025,PrimeStrs_7587-2025,PrimeStrs_8297-2025,PrimeRef_8541-2025,PrimeStrs_8773-2025,PrimeStrs_8773_QC-2025,OverRef_3809-2025,PrimeRef_1781-2025,PrimeRef_8122-2025,PrimeRef_0783-2025,OverStrs_1871-2025,OverRef_0897-2025,PrimeStrs_0917-2025,MassExtra_Ref_5289_QC-2024,MassExtra_Ref_8749-2024,OverRef_1339-2024,OverRef_1407-2024,OverRef_3355-2024,OverRef_3377-2024,OverRef_3457-2024,OverRef_3809-2024,OverStrs_8329-2024,PrimeRef_0249-2024,PrimeRef_0249_QC-2024,PrimeRef_0783-2024,PrimeRef_1377-2024,PrimeRef_1695-2024,PrimeRef_1747-2024,PrimeRef_3601-2024,PrimeRef_3739-2024,PrimeRef_5529-2024,PrimeRef_7599-2024,PrimeRef_8122-2024,PrimeRef_8211-2024,PrimeStrs_0331-2024,PrimeStrs_3013-2024,PrimeStrs_3543-2024,PrimeStrs_3785-2024,PrimeStrs_4874-2024,PrimeStrs_5395-2024,PrimeStrs_5749-2024,PrimeStrs_5749_QC-2024,PrimeStrs_5773-2024,PrimeStrs_6232-2024,PrimeStrs_6443-2024,PrimeStrs_6827-2024,PrimeStrs_6989-2024,PrimeStrs_6989_QC-2024,PrimeStrs_7435-2024,PrimeStrs_7451-2024,PrimeStrs_7579-2024,PrimeStrs_7673-2024,PrimeStrs_8233-2024,PrimeStrs_8571-2024,PrimeStrs_8773-2024,PrimeStrs_4828-2023,PrimeStrs_4942-2023,PrimeStrs_4946-2023,PrimeRef_5108-2023,PrimeRef_5108_QC-2023,PrimeRef_5122-2023,OverRef_5132-2023,PrimeStrs_0195-2023,PrimeStrs_0213-2023,PrimeStrs_0213_QC-2023,PrimeRef_0231-2023,PrimeRef_0641-2023,PrimeRef_0641_QC-2023,OverStrs_6719-2023,PrimeStrs_5477-2023,PrimeStrs_5799-2023,OverStrs_6089-2023,PrimeRef_6221-2023,PrimeStrs_8803-2023,PrimeRef_5399-2023,PrimeRef_6949-2023,OverRef_6983-2023,PrimeStrs_7023-2023,PrimeRef_6366-2023,OverStrs_3709-2023,OverRef_7631-2023,PrimeStrs_5968-2023,PrimeRef_5994-2023,PrimeRef_8752-2023,PrimeRef_1131-2023,PrimeStrs_1863-2023,PrimeStrs_8209-2023,PrimeStrs_8209_QC-2023,PrimeRef_0065-2023,PrimeStrs_9606-2023,PrimeStrs_9666-2023,PrimeRef_9756-2023,PrimeStrs_0204-2023,PrimeRef_0236-2023,PrimeStrs_0238-2023,PrimeStrs_3361-2023,PrimeRef_0208-2022,PrimeRef_0208_QC-2022,PrimeRef_5379-2022,PrimeRef_0363-2022,PrimeRef_4614-2022,PrimeStrs_0387-2022,PrimeRef_3479-2022,PrimeStrs_6009-2022,PrimeStrs_4990-2022,PrimeStrs_4990_QC-2022,PrimeRef_1351-2022,PrimeRef_4427-2022,PrimeStrs_5837-2022,PrimeRef_5537-2022,PrimeStrs_7407-2022,PrimeStrs_3779-2022,PrimeStrs_6977-2022,OverRef_5948-2022,OverStrs_6365-2022
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Encyonema,Encyonema_silesiacum,35,68,998,0,0,0,9,0,0,0,0,0,1827,0,927,6,0,0,0,0,0,0,0,19,72,0,0,0,0,0,0,0,0,0,0,885,335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,280,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,3745,3941,65294,513,4,4,0,1170,973,6215,6215,35288,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,23046,750,0,0,0,0,0,0,15674,334,517,53,0,1,0,0,0,0,31,0,31,0,0,12,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Amphipleuraceae,Frustulia,Frustulia_crassinervia/saxonica_complex,21,0,0,0,0,0,58,127,0,0,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237,0,2320,14,892,0,1841,4305,0,59,63,0,304,0,0,340,1689,60,4550,0,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,440,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,252,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,Neidium_dilatatum,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_saprophilum,56,0,56,0,0,0,0,0,0,0,54,2,63,0,114,201,0,0,85,26,0,102,71,19,139,0,86,0,0,7,0,0,0,165,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,7014,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,171,42,439,16,65,63,27,190,127,754,50,0,6,0,0,0,45,0,0,97,0,5,1368,1604,0,0,0,0,2487,816,816,142,0,0,0,0,0,0,35616,242,3949,437,0,132,0,899,0,723,63,230,0,1246,0,0,0,5727,4002,1956,0,0,224,0,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,166
Chromista,Bacillariophyta,Coscinodiscophyceae,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Mediophyceae,Thalassiosirales,NA,NA,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,Brachysira_vitrea,40,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,0,42,0,24,0,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,478,0,216,0,9,0,0,0,30,2,0,258,30,0,0,77,899,46,0,0,28,0,0,141,99,5,11,69,92,131,37,76,11,30,22,23,0,0,4,244,0,37,0,0,0,0,0,0,0,0,0,0,0,90,90,21,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,91,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Hantzschia,Hantzschia_stepposa,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pleurosigmataceae,Gyrosigma,Gyrosigma_acuminatum,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Diadesmidaceae,Luticola,Luticola_ventricosa,7,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Gomphonemataceae,Gomphonema,Gomphonema_intricatum_var._vibrio,3,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Psammothidium,Psammothidium_helveticum,37,0,25,0,0,0,0,0,0,7,0,0,3,164,0,82,0,0,0,0,0,0,0,89,0,0,0,0,0,84,0,0,0,0,90,0,59,0,0,0,0,4,0,27,0,0,0,7,0,0,0,310,29,0,0,0,0,0,285,0,0,52,0,0,0,0,85,249,722,6,33,0,0,46,69,0,4,9,164,0,318,0,0,0,0,230,66,360,61,0,0,133,693,0,0,0,0,0,0,56,0,0,1,0,0,0,0,0,0,0,0,0,141,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Fistulifera,Fistulifera_saprophila,32,0,478,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,141,0,40,0,0,0,0,0,49,0,45,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,213,49,390,188,57,0,0,0,0,134,0,0,0,0,77,0,26162,253,0,0,35,20,1368,495,0,0,0,0,13,127,127,308,0,0,0,0,0,0,0,0,0,0,0,0,0,228,0,5312,350,117,0,0,0,0,0,121,0,203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Thalassiophysales,Catenulaceae,Halamphora,Halamphora_subturgida,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_rostellata,20,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,40,110,0,0,0,38,0,0,0,146,0,1,0,0,0,0,0,4,0,0,0,0,0,308,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,9,0,0,0,44,596,0,0,9,0,0,0,385,0,0,0,0,0,76,0,0,37,0,0,10,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Caloneis,Caloneis_lauta,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,372,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,NA,NA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_radiosa,48,122,228,0,0,0,0,0,0,32,0,17,0,65,0,0,0,0,382,0,0,13,0,55,30,0,0,0,0,19,0,0,68,15,0,62,64,0,0,0,0,82,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,653,0,0,0,176,0,0,8,3,2067,55,27,235,0,338,0,0,5,0,69,0,0,0,0,297,9,8,167,0,0,544,385,14,11,11,94,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,2571,0,0,0,0,1012,288,579,0,1026,66,0,6,11,0,27,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Sellaphoraceae,Mayamaea,Mayamaea_permitis,58,59,32,1030,0,0,0,0,0,0,0,0,0,0,20,53,0,0,0,143,0,0,0,40,0,0,0,15,811,35,120,0,0,0,44,7,0,0,67,0,0,74,0,0,0,1728,0,684,0,0,0,59,146,54,10,58,0,0,0,0,0,73,0,0,23,145,27,173,3214,19,0,0,0,20,273,140,85,10,102,11,11,5060,121,0,104,56,0,41,555,0,0,55,0,69,0,0,114,30,30,53,0,0,0,0,14,0,0,0,0,0,0,0,2344,18,0,122,0,0,0,0,0,19,67,0,0,5,0,0,0,0,0,0,48,0,0,0,0,0,0,6,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Rhopalodiales,Rhopalodiaceae,Epithemia,Epithemia_sp.,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,11,0,58,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,154,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Nupela,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbopleura,Cymbopleura_sp.,7,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Diploneidaceae,Diploneis,NA,15,35,42,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,143,150,269,16,0,70,0,9,5,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,308,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Cymbellales,Cymbellaceae,Cymbella,Cymbella_neocistula,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Stauroneidaceae,Astartiella,Astartiella_sp.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Diatoma,Diatoma_vulgaris,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,1072,1072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103218,125,76,0,0,0,0,0,0,0,0,218,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Cocconeidaceae,Cocconeis,Cocconeidaceae_sp.,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Achnanthidium,Achnanthidium_subatomus,51,6317,20573,6564,12,0,0,2,0,0,0,14,8447,1743,2244,2297,0,0,89,0,0,0,0,0,120,0,0,0,0,9857,0,0,0,32,0,2527,3469,5,0,86,0,0,57,0,0,0,0,13,0,0,0,0,19,0,0,0,0,0,0,0,5,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46016,10224,6271,61,13,13,9000,227,8,443,443,5574,0,0,0,0,0,0,763,209,0,0,0,600,0,0,0,3685,1309,42954,0,2291,0,0,0,13099,0,42921,13,0,238,0,0,0,0,561,0,0,56,182,0,0,0,0,6359,8,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_amphibia,64,29,97,0,0,0,0,0,0,0,126,692,15,26,0,0,13,0,4856,4434,0,39,0,2292,0,0,0,2156,0,604,0,42,1280,23,63,0,0,0,0,0,0,675,0,0,0,0,0,0,0,0,0,0,9,0,11,0,0,0,0,0,0,18,0,27,0,2552,613,6,36,23886,78,1537,2180,893,199,1314,2700,220,138,26697,4613,506,10760,0,470,0,0,19,50,0,0,15,0,530,15,15,0,0,0,72,0,0,0,0,0,0,0,0,577,0,1235,0,0,92,0,2,0,0,0,0,160,1442,177,0,0,709,48,0,0,0,7,0,46,0,20,0,0,0,0,1540,0,29,0,368,0,1469
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Brachysiraceae,Brachysira,Brachysira_sp.,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1825,0,392,94,621,51,0,0,0,0,2091,0,0,1308,1826,88,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,10,10,0,24,0,0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0
Chromista,Bacillariophyta,Bacillariophyceae,Achnanthales,Achnanthidiaceae,Planothidium,Planothidium_cryptolanceolatum,58,0,43,3100,0,0,0,0,0,0,6,0,0,69,0,1183,0,0,6,19,0,0,0,4021,0,0,0,0,0,126,0,0,0,47,0,0,0,836,0,40,0,13180,36,351,28,64,0,67,0,0,0,119,42,0,0,0,0,0,4142,0,0,45,0,18,0,0,15,432,45,183,0,5,0,23,12,12575,18,89,1098,0,1652,2519,304,0,0,591,0,515,3431,0,0,0,0,0,0,0,473,31,31,469,0,0,3,0,0,0,0,0,0,494,1645,0,1752,252,162,10081,701,0,0,0,0,0,213,0,0,17,0,0,0,0,0,0,26,0,0,0,16,0,0,24,0,0,0,0,0,6
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Naviculaceae,Navicula,Navicula_cryptotenella,125,626,2492,1898,590,0,66,36,0,7172,60103,70080,2257,8052,1595,5765,5234,28,2080,29385,0,22790,1854,30658,3095,1162,1060,4281,9889,5370,4549,3239,14241,11270,4107,1403,4465,1195,0,1624,1490,110,312,1306,33683,22437,20058,53668,11273,8576,29295,2260,44318,18950,19905,908,29184,0,16543,2243,18527,8177,8708,7700,4899,2521,31699,1418,1153,162257,48939,150023,106701,174597,11,10530,44469,83216,156593,19739,56594,135,26861,13623,8477,19651,185,2309,1383,0,0,11957,625,1764,384,384,3778,0,0,0,1310,2477,123,0,67,1356,320,1579,2308,0,2696,0,166,2780,585,5975,464,4,4,1447,2018,10203,10013,21,7325,9357,16457,106,69,277,6,0,888,63,391,4,50,0,0,573,0,0,0,0,45,24
Chromista,Bacillariophyta,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_borealis,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,89,0,0,49,224,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,234,0,0,37,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
